Total,Coal,Fuel,Gas,Nuclear,Water,Wind,Other,,
6493283,424000,0,2578237,2846200,17764,160034,467048,-1763337,-646908
6523400,428600,0,2621869,2848200,17575,155214,451942,-1867187,-504766
6503090,428800,0,2580644,2842600,20586,169025,461435,-1830454,-533303
6461547,415200,0,2522765,2839200,22341,166554,495487,-1995629,-419633
6334738,341600,0,2508243,2833800,23715,152649,474731,-2270553,-379326
6356496,315600,0,2524947,2835600,23775,149283,507291,-2318868,-289730
6236921,308400,0,2436127,2832800,24572,144735,490287,-2316841,-351159
6289338,306800,0,2465803,2832800,25039,150085,508811,-2316155,-317457
6191007,308600,0,2361226,2832200,25951,144831,518199,-2861810,261271
6286213,311800,0,2451451,2835000,26103,143580,518279,-3022360,374839
6354130,308400,0,2543341,2837000,26187,125787,513415,-2864692,238901
6314743,331200,0,2477080,2839600,25956,125280,515627,-2862635,227551
6280761,359400,0,2461464,2840200,25626,130286,463785,-2818122,220365
6335672,354600,0,2444432,2840200,25896,199487,471057,-2919676,337611
6220369,347400,0,2302194,2840400,26333,215031,489011,-2916673,387287
6266201,408600,0,2278724,2841800,26322,232810,477945,-2789063,317943
6240380,443200,0,2174159,2852200,26105,267389,477327,-2391645,87485
6404417,457800,0,2249551,2853800,25296,326447,491523,-2388859,-3287
6445345,454800,0,2285083,2852800,25418,344110,483134,-2411709,-39994
6412028,482200,0,2189297,2855400,25347,335626,524158,-2321734,-58060
6515177,564400,0,2246304,2854200,25106,343882,481285,-1395771,-903216
6622604,594000,0,2297038,2853800,25169,347424,505173,-1675332,-975378
6766580,618400,0,2426759,2853000,25310,325714,517397,-1654515,-945425
7046808,621600,0,2693092,2853400,25501,334536,518679,-1618152,-1048743
7132476,595000,0,2808218,2852400,25345,341781,509732,-1633334,-1362637
7340068,557400,0,3065821,2853000,25485,334663,503699,-1453887,-1515793
7508110,568400,0,3234110,2853000,25523,335086,491991,-1522793,-1554293
7563536,614000,0,3281232,2850000,25547,306947,485810,-1366642,-1715672
7755234,626200,0,3231180,2852000,204041,333672,508141,-1314431,-1391634
7594906,617400,0,3082693,2850200,218753,333916,491944,-1390373,-1406229
7608369,612600,0,3144409,2850600,180070,326015,494675,-1439565,-1438887
7625774,613800,0,3145824,2845000,195079,339194,486877,-1388586,-1452937
7577909,617400,0,3144257,2773600,224886,342045,475721,-1446624,-1495949
7578668,617400,0,3159863,2616600,362080,343197,479528,-1359265,-1450982
7567140,615600,0,3193689,2336200,583481,344335,493835,-1385327,-1484039
7485460,614000,0,3182068,1993800,830232,343868,521492,-1353976,-1466767
7492200,618000,0,3244972,1854200,884744,355252,535032,-1369635,-1370641
7514851,614200,0,3238142,1837200,906561,381265,537483,-1378027,-1382342
7501792,609400,0,3249607,1837600,886002,382000,537183,-1360613,-1432858
7433033,615600,0,3214435,1837600,845879,370421,549098,-1241953,-1439843
7172583,619400,0,3233007,1837000,569650,364809,548717,-1320597,-1713918
7139738,616800,0,3210236,1838000,552460,376328,545914,-1257855,-1697008
7154039,617000,0,3208920,1837400,558781,388177,543761,-1245270,-1745864
7119887,613800,0,3200314,1838800,529651,400179,537143,-1214336,-1783311
7174994,615600,0,3216137,1839800,558025,404093,541339,-1226619,-1582523
6995277,612400,0,3207727,1841200,386399,410039,537512,-1054396,-1590966
6745788,612600,0,3192688,1840800,152774,407778,539148,-1209848,-1687159
6545648,609200,0,3138015,1842600,40508,403347,511978,-1345566,-1762473
6523006,611800,0,3142181,1841600,41312,397522,488591,-1385729,-1663663
6522796,614400,0,3127642,1840200,71239,400925,468390,-1249737,-1682460
6512921,610600,0,2998044,1838800,199110,406979,459388,-1089559,-1644661
6345791,615400,0,2985376,1839200,41674,408755,455386,-1290873,-1732142
6314695,615200,0,2938504,1840200,40648,417309,462834,-1556426,-1535176
6315822,613400,0,2941211,1840200,40159,423382,457470,-1505704,-1509589
6300282,617000,0,2942396,1841200,40096,415217,444373,-1431828,-1398804
6178048,603200,0,2842222,1840800,39761,400255,451810,-1556182,-1426775
6149730,559400,0,2858619,1838800,39055,386981,466875,-1697191,-1252691
6110268,538800,0,2817708,1840400,40176,389321,483863,-1651793,-1226936
6142601,548000,0,2846249,1840800,38753,400818,467981,-1630072,-1191348
6136776,561800,0,2820937,1839800,37973,415207,461059,-1582910,-1251213
6110309,544400,0,2814605,1844400,36754,420224,449926,-1430316,-1313036
6127738,535400,0,2813751,1863800,36871,413416,464500,-1490910,-1271584
5946831,496000,0,2643081,1902600,37108,413417,454625,-1503176,-1362214
5982287,467000,0,2678361,1945200,37586,407553,446587,-1521818,-1361724
5933136,342600,0,2687924,2017200,38833,402287,444292,-1726784,-1288408
6009376,327400,0,2672207,2149800,40604,386790,432575,-1801030,-1265114
6147715,328800,0,2738422,2245400,41212,353795,440086,-1805370,-1331359
6282560,323800,0,2845207,2290400,40887,342663,439603,-1821914,-1342805
6538405,324800,0,3093771,2331800,41830,310139,436065,-1500911,-1442445
6650695,403000,0,3063024,2363400,95904,279508,445859,-1327941,-1546267
6877200,504000,0,3091442,2382000,147611,301325,450822,-1326882,-1430798
7075615,590000,0,3175098,2432400,147783,272861,457473,-1202335,-1389575
7247848,611400,0,3297294,2452600,159220,260085,467249,-969559,-1719454
7493154,621600,0,3408211,2470400,282641,244756,465546,-870181,-1839201
7476459,621000,0,3402876,2495000,278298,214990,464295,-781182,-1976954
7462478,622400,0,3332314,2519600,278762,244814,464588,-724919,-1904838
7727969,621600,0,3312370,2559000,505623,271465,457911,-626445,-1703352
7650557,623200,0,3193062,2613000,520435,238362,462498,-486711,-1671794
7458298,625000,0,3031005,2670000,458488,212275,461530,-503373,-1740902
7358224,623000,0,3051571,2685600,319900,223802,454351,-495970,-1645666
7105964,621600,0,2931714,2687600,103576,301830,459644,-470552,-1715915
7064857,621600,0,2900172,2685000,46012,339660,472413,-705975,-1595431
7018801,618600,0,2864374,2666600,46412,348925,473890,-719584,-1477049
6905883,626000,0,2754216,2668000,46863,343297,467507,-744336,-1418404
6802403,624200,0,2647958,2666600,46718,355094,461833,-1096477,-1363254
6822892,624000,0,2685891,2667200,48475,340481,456845,-1175557,-1457066
6804586,621600,0,2718697,2661800,48007,317818,436664,-951001,-1717623
6787892,622400,0,2699696,2664800,49265,324335,427396,-945578,-1683809
6716964,624400,0,2646011,2663600,50190,308092,424671,-1120133,-1673954
6707979,626000,0,2616795,2665600,52235,320431,426918,-845413,-1679889
6562246,624400,0,2485187,2665400,53634,303076,430549,-884408,-1646223
6393096,625400,0,2346423,2666800,52782,264812,436879,-863856,-1631402
6239433,624000,0,2229793,2665600,52810,232768,434462,-956862,-1518611
6129698,622000,0,2165489,2665200,51005,200220,425784,-839186,-1408679
5964397,623000,0,2010000,2668000,47929,183534,431934,-894162,-1440408
5828758,608600,0,1903021,2667000,44618,161425,444094,-826979,-1496969
5936864,516200,0,2122852,2669600,42256,158527,427429,-901133,-1220916
5818234,485600,0,2043583,2667400,33035,177854,410762,-813036,-1289060
5751592,480000,0,1917241,2669400,31308,226533,427110,-808791,-1248963
5638688,455600,0,1825171,2669800,27844,239038,421235,-902108,-1219701
5505781,365200,0,1748855,2670200,25010,259962,436554,-1374099,-839626
5533007,356800,0,1716634,2671200,24531,313633,450209,-1504805,-626961
5476074,329800,0,1690448,2671200,30296,292077,462253,-1540434,-638180
5483929,316400,0,1662254,2670800,32939,345913,455623,-1431638,-682596
5507001,295800,0,1679458,2670200,40642,373770,447131,-1795947,-573718
5485432,282200,0,1706493,2669800,49745,325163,452031,-1957431,-467271
5523053,279200,0,1839766,2672600,50647,229039,451801,-1914980,-531794
5508741,276800,0,1865403,2671800,50754,201202,442782,-1924655,-516836
5481390,276800,0,1827121,2669800,51506,221135,435028,-1762368,-611633
5478784,278800,0,1802099,2670400,50872,245710,430903,-1676297,-706373
5440256,277600,0,1741382,2669800,50403,251817,449254,-1628871,-701329
5507853,313000,0,1748695,2670400,50295,262793,462670,-1733119,-669814
5619824,379000,0,1786507,2670000,50116,263047,471154,-1779987,-576367
5600758,407200,0,1740647,2668600,49899,251669,482743,-1952969,-508734
5627918,430800,0,1709919,2670400,49624,259663,507512,-2062088,-404003
5707409,466400,0,1708588,2668400,49533,305368,509120,-1996655,-433946
5819676,524000,0,1767427,2670200,47951,316992,493106,-1764503,-503370
5836778,526600,0,1770365,2669400,47743,303309,519361,-1822678,-443403
5887559,519400,0,1842851,2670400,44406,282548,527954,-1818079,-361214
5934736,562600,0,1867058,2669400,41715,318297,475666,-1694621,-478636
5857594,610400,0,1741489,2669000,40480,341113,455112,-1054845,-835328
5837823,616800,0,1720359,2668000,40217,321441,471006,-1051544,-874162
5982038,612000,0,1820355,2668800,140766,253337,486780,-1061619,-935891
6112979,606200,0,1868328,2700400,214122,245748,478181,-977218,-1004855
5924403,579000,0,1792644,2780000,37995,251026,483738,-963787,-1199770
6009586,565000,0,1848722,2824400,38450,232067,500947,-1070811,-1289769
6121135,567400,0,1953156,2846400,39000,226087,489092,-1151914,-1164993
6203717,566800,0,2009522,2846000,39153,248186,494056,-1100244,-1170039
6225033,566000,0,1986735,2849400,39972,265429,517497,-1359869,-1113475
6226041,567000,0,1953513,2847600,40243,302466,515219,-1547089,-905874
6294403,570000,0,2061777,2849400,40161,281767,491298,-1617676,-896863
6315253,581000,0,2077153,2848000,40670,279722,488708,-1569261,-937715
6247691,602600,0,2037885,2849400,41347,246574,469885,-1569766,-1040144
6260659,623000,0,2040973,2848000,39938,232977,475771,-1589354,-1066451
6302225,615000,0,2070051,2849000,39945,227878,500351,-1584098,-1093621
6409814,613000,0,2096195,2847600,77714,255927,519378,-1597489,-1075219
6591620,615400,0,2164756,2848000,168759,264758,529947,-1650925,-919181
6586953,618800,0,2179902,2846000,172604,238651,530996,-1721822,-886623
6597984,614400,0,2236178,2847600,214232,201234,484340,-1760206,-918337
6725620,612600,0,2203782,2848600,375824,225194,459620,-1649961,-908656
7132056,614000,0,2203253,2846600,742800,248866,476537,-1323157,-762437
7101288,620200,0,2182467,2848600,703255,261008,485758,-1257050,-688266
7072125,617800,0,2177361,2848400,699902,238879,489783,-1192333,-770636
6974959,616800,0,2126115,2849400,666010,235170,481464,-1241360,-709894
6372167,616000,0,2015094,2849400,140087,249170,502416,-1693520,-881949
6313719,620800,0,2050684,2848800,33313,283233,476889,-1742191,-825712
6218063,610400,0,1992217,2849200,33332,284095,448819,-1851034,-837349
6214740,608800,0,1981603,2848800,33196,275926,466415,-1794326,-831098
6156480,613800,0,1975161,2847800,32201,237534,449984,-1848306,-786268
6211594,612200,0,1989080,2847200,140155,190910,432049,-1837946,-716560
6082192,609600,0,1985426,2846200,72084,146060,422822,-1970100,-769059
6145179,614000,0,2062844,2848200,32037,150664,437434,-1785846,-810494
6294821,612400,0,2139008,2851600,32103,142638,517072,-1771699,-761292
6327821,612400,0,2123451,2855200,32760,149615,554395,-1799110,-708066
6252706,612000,0,2067749,2849800,33277,133691,556189,-1873628,-715770
6224010,611600,0,2053559,2845200,35852,121865,555934,-1889874,-591285
6293833,616400,0,2094500,2836200,54400,133999,558334,-2120131,-291615
6252831,615200,0,1971334,2831800,162664,115240,556593,-2192844,-146622
6259223,617000,0,1972617,2833200,201071,108186,527149,-2218190,-169609
6190896,616200,0,1967356,2828800,211531,97213,469796,-2234464,-254678
6250784,614000,0,1956057,2828800,283748,87142,481037,-1976933,-585626
6257702,613400,0,1958809,2834800,289551,86386,474756,-1891558,-716383
6302794,612800,0,1994664,2832800,314486,72500,475544,-1906016,-710707
6377968,615800,0,2002059,2829800,362835,93898,473576,-1809655,-884596
6058772,614400,0,1954541,2831000,97075,87239,474517,-1936774,-1091609
6002851,613600,0,1938260,2833400,49936,93718,473937,-1874536,-1117941
5951605,612800,0,1869367,2836000,49873,109910,473655,-1836371,-1140460
6144371,612400,0,1980474,2834600,136897,125289,454711,-1873364,-1164573
6660705,615400,0,1965411,2832200,678102,127605,441987,-1673346,-1169234
6769522,595000,0,2004095,2830200,733124,149022,458081,-1621465,-1258681
6783748,569600,0,1993392,2831600,758146,166480,464530,-1525673,-1281963
6763254,594200,0,1938774,2829200,770653,176411,454016,-1465138,-1285271
6847918,591000,0,1887365,2827800,892826,189377,459550,-1128111,-1472174
6679599,585200,0,1794977,2827200,775643,223357,473222,-911058,-1634371
6595428,601200,0,1745534,2829600,687029,230926,501139,-894127,-1575720
6361692,611000,0,1753679,2829200,454565,203590,509658,-929555,-1590528
6602158,612000,0,1806336,2829200,664959,206660,483003,-856083,-1401351
6552837,613200,0,1750439,2828200,656726,231187,473085,-814980,-1361555
6549947,602800,0,1739366,2827600,635216,261983,482982,-1102411,-1013212
6428526,583600,0,1699204,2832400,571763,244582,496977,-1078477,-929707
6104312,525600,0,1747846,2837200,290036,213526,490104,-1252665,-1186689
5844306,478600,0,1778737,2836000,68997,177593,504379,-1198725,-1507501
6017579,467600,0,1954462,2838800,51500,204726,500491,-1080594,-1518780
6006902,485800,0,1793605,2840200,208397,183432,495468,-1118661,-1408819
5982084,489600,0,1803567,2840200,243680,129922,475115,-1179454,-1448605
6055867,491800,0,1894640,2840000,196149,160424,472854,-1050497,-1556249
5921962,507000,0,1748457,2847000,95938,233216,490351,-993847,-1547551
5809776,508400,0,1689161,2862000,57564,210061,482590,-1072276,-1342092
5837670,480600,0,1622409,2864800,147133,242072,480656,-1596324,-777753
5978859,476800,0,1717572,2862000,182192,254833,485462,-1439521,-726934
5755980,478600,0,1580761,2863800,104849,241440,486530,-1462182,-730261
5693212,478400,0,1569984,2862800,61885,234278,485865,-1489951,-646647
5752616,477200,0,1641035,2862800,59699,229746,482136,-1676742,-381586
5815714,479200,0,1711737,2863200,58651,209176,493750,-1511287,-265639
5729880,477000,0,1652360,2863200,56498,186269,494553,-1508878,-305587
5595944,461800,0,1574267,2864000,53420,147981,494476,-1332049,-422434
5554552,401600,0,1599790,2864600,53087,159072,476403,-1437673,-210611
5529571,387200,0,1593898,2863200,53004,156750,475519,-1618070,-189006
5617405,386800,0,1665794,2865000,53808,171917,474086,-1383865,-244631
5545026,359200,0,1601369,2864000,54284,194074,472099,-1518164,-226486
5520050,292200,0,1649795,2864600,54387,181594,477474,-1949112,-58445
5536173,294000,0,1633859,2862600,54587,211913,479214,-2070832,28947
5517970,297800,0,1595006,2863600,54588,220295,486681,-2030961,10263
5531478,298800,0,1605504,2865600,54522,218966,488086,-2045685,-9234
5458364,298400,0,1541746,2864200,54647,217853,481518,-2457266,-109560
5515757,295400,0,1609562,2865600,53353,199937,491905,-2526054,-109501
5507540,293200,0,1588028,2865200,53118,202540,505454,-2537488,-78303
5522914,294400,0,1622031,2864800,52683,191211,497789,-2552979,-93202
5521378,294600,0,1636823,2865200,52845,170017,501893,-2775151,275829
5453071,296000,0,1588045,2865800,51602,164494,487130,-2792627,341995
5466344,299000,0,1600774,2866400,51382,193560,455228,-2803648,372773
5444340,298600,0,1584367,2864800,51301,189598,455674,-2823763,290146
5469831,296800,0,1611203,2864000,50871,180950,466007,-2840885,-41160
5483365,290400,0,1624000,2863400,49498,193134,462933,-2814646,-149751
5465079,289200,0,1636178,2865000,48525,156679,469497,-2809965,-107790
5517762,300400,0,1646074,2864000,48101,183543,475644,-2858558,-65455
5492669,295200,0,1629437,2865000,47221,183642,472169,-2725387,-73692
5504875,297600,0,1632418,2865600,47328,182605,479324,-2667127,-68647
5516078,297600,0,1659672,2866600,47404,164333,480469,-2730210,-177815
5562033,300400,0,1717258,2866600,46494,156255,475026,-2615635,-105662
5445633,317400,0,1590958,2864200,45644,146025,481406,-2497243,174235
5495004,338400,0,1623993,2864200,46114,139520,482777,-2460367,270653
5597345,342400,0,1718704,2860400,46029,135992,493820,-2614742,276724
5682986,350800,0,1782116,2864400,46048,125085,514537,-2491857,232436
5940325,397800,0,1760530,2864200,317344,106069,494382,-2176326,285160
6014321,431600,0,1636437,2862400,487124,102222,494538,-2166476,325600
6014267,443000,0,1616148,2862400,495995,100180,496544,-2126826,298209
6086224,439200,0,1659294,2863800,530603,97223,496104,-2103958,196499
5574551,435000,0,1560827,2864400,150264,89355,474705,-2136680,-188724
5435162,435800,0,1534149,2861000,48720,75550,479943,-2179646,-203208
5460971,437800,0,1545259,2863800,49045,72431,492636,-2117140,-222228
5475729,441800,0,1554094,2862600,49748,75155,492332,-2138568,-269773
5451148,440000,0,1545100,2865200,49712,69466,481670,-1823264,-540267
5446228,436400,0,1545121,2862800,49527,66881,485499,-1784962,-617607
5352773,346000,0,1555064,2861800,49638,67455,472816,-1870199,-738558
5354703,290400,0,1625665,2862600,49535,71236,455267,-1798074,-812426
5423735,287200,0,1700842,2865600,49780,62880,457433,-1465794,-1113755
5469453,289800,0,1754031,2861800,50817,58585,454420,-1379152,-1198818
5463512,296200,0,1737688,2865600,50784,55171,458069,-1346066,-1165957
